date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:33:23	58311/58311	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Apr%202018%2008:01:47%20GMT	https://debian-handbook.info/browse/stable/index.html	debser/debian-handbook.info/browse/stable/index.html	(from )
19:33:25	74/74	---MCZ	200	added ('OK')	text/plain	date:Sun,%2029%20Sep%202019%2012:30:36%20GMT	https://debian-handbook.info/robots.txt		(from )
19:33:25	83/83	---M--	200	added ('OK')	text/css	etag:%225ae035eb-53%22	https://debian-handbook.info/browse/stable/Common_Content/css/default.css	debser/debian-handbook.info/browse/stable/Common_Content/css/default.css	(from https://debian-handbook.info/browse/stable/index.html)
19:33:26	192/192	---M--	200	added ('OK')	text/css	etag:%225ae035eb-c0%22	https://debian-handbook.info/browse/stable/Common_Content/css/print.css	debser/debian-handbook.info/browse/stable/Common_Content/css/print.css	(from https://debian-handbook.info/browse/stable/index.html)
19:33:28	12087/12087	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Apr%202018%2008:01:47%20GMT	https://debian-handbook.info/browse/stable/preface.html	debser/debian-handbook.info/browse/stable/preface.html	(from https://debian-handbook.info/browse/stable/index.html)
19:33:28	5666/5666	---M--	200	added ('OK')	image/png	etag:%225ae035eb-1622%22	https://debian-handbook.info/browse/stable/Common_Content/images//image_left.png	debser/debian-handbook.info/browse/stable/Common_Content/images/image_left.png	(from https://debian-handbook.info/browse/stable/index.html)
19:33:29	4746/4746	---M--	200	added ('OK')	image/png	etag:%225ae035eb-128a%22	https://debian-handbook.info/browse/stable/Common_Content/images//image_right.png	debser/debian-handbook.info/browse/stable/Common_Content/images/image_right.png	(from https://debian-handbook.info/browse/stable/index.html)
19:33:32	7332/7332	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Apr%202018%2008:01:47%20GMT	https://debian-handbook.info/browse/stable/foreword.html	debser/debian-handbook.info/browse/stable/foreword.html	(from https://debian-handbook.info/browse/stable/index.html)
19:33:32	58311/58311	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Apr%202018%2008:01:47%20GMT	https://debian-handbook.info/browse/stable/	debser/debian-handbook.info/browse/stable/index-2.html	(from https://debian-handbook.info/browse/stable/index.html)
19:33:34	3515/3515	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Apr%202018%2008:01:47%20GMT	https://debian-handbook.info/browse/stable/sect.who-is-this-book-for.html	debser/debian-handbook.info/browse/stable/sect.who-is-this-book-for.html	(from https://debian-handbook.info/browse/stable/index.html)
19:33:35	3082/3082	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Apr%202018%2008:01:47%20GMT	https://debian-handbook.info/browse/stable/sect.selected-approach.html	debser/debian-handbook.info/browse/stable/sect.selected-approach.html	(from https://debian-handbook.info/browse/stable/index.html)
19:33:36	10401/10401	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Apr%202018%2008:01:47%20GMT	https://debian-handbook.info/browse/stable/sect.book-structure.html	debser/debian-handbook.info/browse/stable/sect.book-structure.html	(from https://debian-handbook.info/browse/stable/index.html)
19:33:37	23796/23796	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Apr%202018%2008:01:47%20GMT	https://debian-handbook.info/browse/stable/sect.acknowledgments.html	debser/debian-handbook.info/browse/stable/sect.acknowledgments.html	(from https://debian-handbook.info/browse/stable/index.html)
19:33:38	19490/19490	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Apr%202018%2008:01:47%20GMT	https://debian-handbook.info/browse/stable/the-debian-project.html	debser/debian-handbook.info/browse/stable/the-debian-project.html	(from https://debian-handbook.info/browse/stable/index.html)
19:33:39	23536/23536	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Apr%202018%2008:01:47%20GMT	https://debian-handbook.info/browse/stable/sect.foundation-documents.html	debser/debian-handbook.info/browse/stable/sect.foundation-documents.html	(from https://debian-handbook.info/browse/stable/index.html)
19:33:40	53737/53737	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Apr%202018%2008:01:47%20GMT	https://debian-handbook.info/browse/stable/sect.debian-internals.html	debser/debian-handbook.info/browse/stable/sect.debian-internals.html	(from https://debian-handbook.info/browse/stable/index.html)
19:33:41	8525/8525	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Apr%202018%2008:01:47%20GMT	https://debian-handbook.info/browse/stable/sect.follow-debian-news.html	debser/debian-handbook.info/browse/stable/sect.follow-debian-news.html	(from https://debian-handbook.info/browse/stable/index.html)
19:33:42	5664/5664	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Apr%202018%2008:01:47%20GMT	https://debian-handbook.info/browse/stable/sect.role-of-distributions.html	debser/debian-handbook.info/browse/stable/sect.role-of-distributions.html	(from https://debian-handbook.info/browse/stable/index.html)
19:33:42	23663/23663	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Apr%202018%2008:01:47%20GMT	https://debian-handbook.info/browse/stable/sect.release-lifecycle.html	debser/debian-handbook.info/browse/stable/sect.release-lifecycle.html	(from https://debian-handbook.info/browse/stable/index.html)
19:33:44	6193/6193	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Apr%202018%2008:01:47%20GMT	https://debian-handbook.info/browse/stable/case-study.html	debser/debian-handbook.info/browse/stable/case-study.html	(from https://debian-handbook.info/browse/stable/index.html)
19:33:45	4041/4041	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Apr%202018%2008:01:47%20GMT	https://debian-handbook.info/browse/stable/sect.master-plan.html	debser/debian-handbook.info/browse/stable/sect.master-plan.html	(from https://debian-handbook.info/browse/stable/index.html)
19:33:46	7722/7722	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Apr%202018%2008:01:47%20GMT	https://debian-handbook.info/browse/stable/sect.why-gnu-linux.html	debser/debian-handbook.info/browse/stable/sect.why-gnu-linux.html	(from https://debian-handbook.info/browse/stable/index.html)
19:33:47	8272/8272	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Apr%202018%2008:01:47%20GMT	https://debian-handbook.info/browse/stable/sect.why-debian.html	debser/debian-handbook.info/browse/stable/sect.why-debian.html	(from https://debian-handbook.info/browse/stable/index.html)
19:33:48	3463/3463	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Apr%202018%2008:01:47%20GMT	https://debian-handbook.info/browse/stable/sect.why-debian-stable.html	debser/debian-handbook.info/browse/stable/sect.why-debian-stable.html	(from https://debian-handbook.info/browse/stable/index.html)
19:33:49	8352/8352	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Apr%202018%2008:01:47%20GMT	https://debian-handbook.info/browse/stable/existing-setup.html	debser/debian-handbook.info/browse/stable/existing-setup.html	(from https://debian-handbook.info/browse/stable/index.html)
19:33:50	16439/16439	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Apr%202018%2008:01:47%20GMT	https://debian-handbook.info/browse/stable/sect.how-to-migrate.html	debser/debian-handbook.info/browse/stable/sect.how-to-migrate.html	(from https://debian-handbook.info/browse/stable/index.html)
19:33:51	18256/18256	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Apr%202018%2008:01:47%20GMT	https://debian-handbook.info/browse/stable/installation.html	debser/debian-handbook.info/browse/stable/installation.html	(from https://debian-handbook.info/browse/stable/index.html)
19:33:52	55001/55001	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Apr%202018%2008:01:47%20GMT	https://debian-handbook.info/browse/stable/sect.installation-steps.html	debser/debian-handbook.info/browse/stable/sect.installation-steps.html	(from https://debian-handbook.info/browse/stable/index.html)
19:33:53	8537/8537	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Apr%202018%2008:01:47%20GMT	https://debian-handbook.info/browse/stable/sect.after-first-boot.html	debser/debian-handbook.info/browse/stable/sect.after-first-boot.html	(from https://debian-handbook.info/browse/stable/index.html)
19:33:54	14222/14222	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Apr%202018%2008:01:47%20GMT	https://debian-handbook.info/browse/stable/packaging-system.html	debser/debian-handbook.info/browse/stable/packaging-system.html	(from https://debian-handbook.info/browse/stable/index.html)
19:33:55	46585/46585	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Apr%202018%2008:01:47%20GMT	https://debian-handbook.info/browse/stable/sect.package-meta-information.html	debser/debian-handbook.info/browse/stable/sect.package-meta-information.html	(from https://debian-handbook.info/browse/stable/index.html)
19:33:56	13863/13863	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Apr%202018%2008:01:47%20GMT	https://debian-handbook.info/browse/stable/sect.source-package-structure.html	debser/debian-handbook.info/browse/stable/sect.source-package-structure.html	(from https://debian-handbook.info/browse/stable/index.html)
19:33:57	33397/33397	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Apr%202018%2008:01:47%20GMT	https://debian-handbook.info/browse/stable/sect.manipulating-packages-with-dpkg.html	debser/debian-handbook.info/browse/stable/sect.manipulating-packages-with-dpkg.html	(from https://debian-handbook.info/browse/stable/index.html)
19:33:58	6689/6689	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Apr%202018%2008:01:47%20GMT	https://debian-handbook.info/browse/stable/sect.coexistence-with-other-packaging-systems.html	debser/debian-handbook.info/browse/stable/sect.coexistence-with-other-packaging-systems.html	(from https://debian-handbook.info/browse/stable/index.html)
19:33:59	38287/38287	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Apr%202018%2008:01:47%20GMT	https://debian-handbook.info/browse/stable/apt.html	debser/debian-handbook.info/browse/stable/apt.html	(from https://debian-handbook.info/browse/stable/index.html)
19:34:00	44300/44300	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Apr%202018%2008:01:47%20GMT	https://debian-handbook.info/browse/stable/sect.apt-get.html	debser/debian-handbook.info/browse/stable/sect.apt-get.html	(from https://debian-handbook.info/browse/stable/index.html)
19:34:01	8022/8022	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Apr%202018%2008:01:47%20GMT	https://debian-handbook.info/browse/stable/sect.apt-cache.html	debser/debian-handbook.info/browse/stable/sect.apt-cache.html	(from https://debian-handbook.info/browse/stable/index.html)
19:34:02	16318/16318	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Apr%202018%2008:01:47%20GMT	https://debian-handbook.info/browse/stable/sect.apt-frontends.html	debser/debian-handbook.info/browse/stable/sect.apt-frontends.html	(from https://debian-handbook.info/browse/stable/index.html)
19:34:03	9875/9875	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Apr%202018%2008:01:47%20GMT	https://debian-handbook.info/browse/stable/sect.package-authentication.html	debser/debian-handbook.info/browse/stable/sect.package-authentication.html	(from https://debian-handbook.info/browse/stable/index.html)
19:34:04	11735/11735	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Apr%202018%2008:01:47%20GMT	https://debian-handbook.info/browse/stable/sect.dist-upgrade.html	debser/debian-handbook.info/browse/stable/sect.dist-upgrade.html	(from https://debian-handbook.info/browse/stable/index.html)
19:34:05	8447/8447	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Apr%202018%2008:01:47%20GMT	https://debian-handbook.info/browse/stable/sect.regular-upgrades.html	debser/debian-handbook.info/browse/stable/sect.regular-upgrades.html	(from https://debian-handbook.info/browse/stable/index.html)
19:34:06	9209/9209	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Apr%202018%2008:01:47%20GMT	https://debian-handbook.info/browse/stable/sect.automatic-upgrades.html	debser/debian-handbook.info/browse/stable/sect.automatic-upgrades.html	(from https://debian-handbook.info/browse/stable/index.html)
19:34:07	11087/11087	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Apr%202018%2008:01:47%20GMT	https://debian-handbook.info/browse/stable/sect.searching-packages.html	debser/debian-handbook.info/browse/stable/sect.searching-packages.html	(from https://debian-handbook.info/browse/stable/index.html)
19:34:08	24921/24921	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Apr%202018%2008:01:47%20GMT	https://debian-handbook.info/browse/stable/solving-problems.html	debser/debian-handbook.info/browse/stable/solving-problems.html	(from https://debian-handbook.info/browse/stable/index.html)
19:34:09	17655/17655	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Apr%202018%2008:01:47%20GMT	https://debian-handbook.info/browse/stable/sect.common-procedures.html	debser/debian-handbook.info/browse/stable/sect.common-procedures.html	(from https://debian-handbook.info/browse/stable/index.html)
19:34:10	25350/25350	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Apr%202018%2008:01:47%20GMT	https://debian-handbook.info/browse/stable/basic-configuration.html	debser/debian-handbook.info/browse/stable/basic-configuration.html	(from https://debian-handbook.info/browse/stable/index.html)
19:34:11	23499/23499	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Apr%202018%2008:01:47%20GMT	https://debian-handbook.info/browse/stable/sect.network-config.html	debser/debian-handbook.info/browse/stable/sect.network-config.html	(from https://debian-handbook.info/browse/stable/index.html)
19:34:12	10962/10962	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Apr%202018%2008:01:47%20GMT	https://debian-handbook.info/browse/stable/sect.hostname-name-service.html	debser/debian-handbook.info/browse/stable/sect.hostname-name-service.html	(from https://debian-handbook.info/browse/stable/index.html)
19:34:13	19428/19428	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Apr%202018%2008:01:47%20GMT	https://debian-handbook.info/browse/stable/sect.user-group-databases.html	debser/debian-handbook.info/browse/stable/sect.user-group-databases.html	(from https://debian-handbook.info/browse/stable/index.html)
